user_id,age,gender,is_married,has_children_clean,home_country,home_city,home_airport,sign_up_date,signed_up_days,last_booking_date,sessions_cnt,sessions_browsing_cnt,sessions_canceling_cnt,sessions_booking_cnt,page_clicks_total,page_clicks_clicks_browsing,page_clicks_canceling,page_clicks_booking,sessions_with_discount_offer_cnt,session_duration_sec,sum_days_between_booking_and_departure,trips_booked_all,trips_booked_canceled,trips_booked_not_canceled,flights_booked_not_canceled,return_flights_booked_not_canceled,hotels_booked_not_canceled,trips_booked_with_discount_not_canceled,trips_booked_without_discount_not_canceled,cnt_last_minute_bookings_not_canceled,cnt_weekend_trips_not_canceled,cnt_is_during_week_trip,sum_travel_duration_days_not_canceled,days_between_booking_and_departure_not_canceled,sum_nights_not_canceled,sum_rooms_not_canceled,sum_total_hotel_price_before_discount_before_canceled,sum_total_hotel_price_after_discount_before_canceled,sum_total_hotel_price_after_discount_after_canceled,cnt_hotel_booking_cheap,cnt_hotel_booking_premium,sum_seats_not_canceled,sum_checked_bags_not_canceled,sum_flight_distance_km_not_canceled,sum_total_flight_price_before_discount_before_canceled,sum_total_flight_price_after_discount_before_canceled,sum_total_flight_price_after_discount_after_canceled,cnt_flight_booking_cheap,cnt_flight_booking_premium,sum_total_trip_price_before_discount_before_cancel,sum_total_trip_price_after_discount_before_cancel,sum_total_trip_price_after_discount_after_cancel,is_age_below20,is_age_between_20_and_60,is_age_above60,cancellation_rate,avg_sum_seats_not_canceled,avg_sum_nights_not_canceled,avg_sum_rooms_not_canceled,avg_flight_distance,avg_sum_days_between_booking_and_departure,ratio_trips_booked_with_discount_to_total,avg_total_hotel_price_after_discount_after_canceled,avg_sum_total_flight_price_per_seat_after_discount_after_cancel,avg_sum_checked_bags_not_canceled,ratio_hotel_to_flight_trips,ratio_during_week_trip_to_all,ratio_weekend_trip_to_all,ratio_cheap_hotels_flights_booked_to_all,ratio_premium_hotels_flights_booked_to_all
427506,56.0,F,1,1,usa,norfolk,ORF,2022-11-22,247.0,2023-06-22 08:58:00,9,4,1,4,338,38,103,197,2,7973.7223,103.0,4,1,3,3,3,2,1,2,2.0,0,1,12.0,99.0,2.0,2.0,1003.0,982.2,458.2,0,1,6.0,4.0,3147.8942641259496,2521.46,2498.985,1775.855,2,0,3524.46,3481.185,2234.055,0,1,0,0.25,2.0,1.0,1.0,1049.3,34.33,0.33,558.51,295.98,1.0,0.67,0.33,0.0,0.4,0.2
428056,38.0,M,0,0,canada,vancouver,YVR,2022-11-23,246.0,2023-07-09 18:06:00,9,4,0,5,155,51,0,104,4,1151.0,28.0,5,0,5,4,4,4,1,4,4.0,0,1,17.0,28.0,20.0,4.0,2938.0,2738.35,2738.35,0,1,4.0,0.0,13423.591190037447,2377.27,2377.27,2377.27,0,3,5315.27,5115.62,5115.62,0,1,0,0.0,1.0,5.0,1.0,3355.9,5.6,0.2,63.95,594.32,0.0,1.0,0.2,0.0,0.0,0.5
428552,38.0,F,1,0,usa,new york,LGA,2022-11-23,246.0,2023-06-25 16:46:00,11,7,0,4,155,81,0,74,3,1164.0,28.0,4,0,4,4,4,4,1,3,4.0,0,2,12.0,28.0,8.0,4.0,1104.0,1104.0,1104.0,1,1,4.0,1.0,8313.339087554294,1448.49,1356.0375,1356.0375,0,0,2552.49,2460.0375,2460.0375,0,1,0,0.0,1.0,2.0,1.0,2078.33,7.0,0.25,76.88,339.01,0.0,1.0,0.5,0.0,0.13,0.13
428858,22.0,F,0,0,usa,san diego,NZY,2022-11-23,246.0,2023-04-29 10:24:00,10,6,1,3,396,75,200,121,2,8666.0,179.0,3,1,2,1,1,2,0,2,1.0,0,0,6.0,12.0,12.0,2.0,5582.0,5582.0,4072.0,0,1,1.0,1.0,3931.800943310276,2416.17,2416.17,689.01,0,1,7998.17,7998.17,4761.01,0,1,0,0.33,1.0,6.0,1.0,3931.8,89.5,0.0,198.38,689.01,1.0,2.0,0.0,0.0,0.0,0.67
429345,67.0,M,1,1,usa,tallahassee,TLH,2022-11-23,246.0,2023-06-21 09:05:00,10,9,0,1,143,125,0,18,3,1076.0,,1,0,1,0,0,1,1,0,,0,0,,,6.0,1.0,714.0,714.0,714.0,0,0,,,,,,,0,0,,,,0,0,1,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429375,35.0,F,0,0,usa,new york,LGA,2022-11-23,246.0,2023-03-06 19:12:00,10,5,1,4,301,47,87,167,1,6815.644946,246.0,4,1,3,3,3,3,0,3,3.0,0,1,8.0,22.0,5.0,3.0,933.0,933.0,933.0,0,1,3.0,3.0,4573.388621712982,1989.13,1989.13,852.33,0,0,2922.13,2922.13,1785.33,0,1,0,0.25,1.0,1.67,1.0,1524.46,82.0,0.0,119.02,284.11,1.0,1.0,0.33,0.0,0.0,0.17
430722,29.0,M,0,0,usa,mobile,BFM,2022-11-24,245.0,2023-05-12 06:12:00,10,6,1,3,346,96,97,153,4,7670.932282,19.0,3,1,2,2,2,2,1,1,2.0,0,0,7.0,12.0,5.0,2.0,2061.0,2029.4,921.4,0,1,2.0,2.0,2230.9711509918275,921.22,882.634,336.864,0,0,2982.22,2912.034,1258.264,0,1,0,0.33,1.0,2.5,1.0,1115.49,9.5,0.5,125.83,168.43,1.0,1.0,0.0,0.0,0.0,0.25
431337,39.0,F,0,0,usa,miami,MIA,2022-11-24,245.0,2023-05-05 17:45:00,11,6,0,5,179,67,0,112,1,1320.0,33.0,5,0,5,4,3,5,0,5,4.0,0,1,10.0,33.0,17.0,5.0,4384.0,4384.0,4384.0,2,2,4.0,3.0,8581.753534511165,1331.33,1331.33,1331.33,0,0,5715.33,5715.33,5715.33,0,1,0,0.0,1.0,3.4,1.0,2145.44,6.6,0.0,67.24,332.83,0.0,1.25,0.2,0.0,0.22,0.22
431602,38.0,F,0,0,usa,tacoma,TCM,2022-11-25,244.0,2023-04-22 18:47:00,10,4,1,5,415,23,200,192,4,8803.0,40.0,5,1,4,4,4,4,1,3,4.0,1,1,15.0,30.0,11.0,6.0,1636.0,1594.2,1594.2,1,0,6.0,2.0,12397.276563642801,4247.96,4178.658,3546.688,1,3,5883.96,5772.858,5140.888,0,1,0,0.2,1.5,2.75,1.5,3099.32,10.0,0.25,77.89,591.11,0.0,1.0,0.25,0.25,0.25,0.38
431746,41.0,F,0,0,usa,des moines,DSM,2022-11-25,244.0,2023-06-22 15:29:00,10,8,0,2,98,66,0,32,2,730.0,6.0,2,0,2,1,1,2,1,1,1.0,0,0,3.0,6.0,11.0,3.0,1958.0,1947.1,1947.1,0,0,2.0,2.0,1509.2620492773997,550.16,550.16,550.16,0,0,2508.16,2497.26,2497.26,0,1,0,0.0,2.0,5.5,1.5,1509.26,3.0,0.5,75.67,275.08,2.0,2.0,0.0,0.0,0.0,0.0
431899,45.0,F,1,0,usa,seattle,SEA,2022-11-25,244.0,2023-04-04 16:06:00,10,6,1,3,315,83,15,217,2,3175.049581,21.0,3,1,2,2,2,2,0,2,2.0,1,0,5.0,15.0,3.0,2.0,1452.0,1452.0,668.0,1,1,2.0,1.0,6942.953001507309,1724.95,1724.95,1296.36,0,1,3176.95,3176.95,1964.36,0,1,0,0.33,1.0,1.5,1.0,3471.48,10.5,0.0,327.39,648.18,0.0,1.0,0.0,0.5,0.25,0.5
431912,36.0,F,0,1,usa,detroit,DET,2022-11-25,244.0,2023-07-16 03:28:00,11,9,0,2,115,70,0,45,3,857.0,5.0,2,0,2,1,1,1,0,2,1.0,0,1,2.0,5.0,4.0,1.0,424.0,424.0,424.0,0,0,2.0,1.0,792.7896326999428,295.89,295.89,295.89,0,0,719.89,719.89,719.89,0,1,0,0.0,2.0,4.0,1.0,792.79,2.5,0.0,179.97,147.95,1.0,1.0,0.5,0.0,0.0,0.0
432333,51.0,F,1,1,usa,milwaukee,MKE,2022-11-25,244.0,2023-07-19 13:39:00,9,6,0,3,138,49,0,89,2,1030.0,70.0,3,0,3,2,2,3,1,2,1.0,0,0,19.0,70.0,20.0,4.0,2822.0,2758.0,2758.0,1,0,4.0,3.0,4342.906400675811,1245.22,1245.22,1245.22,0,0,4067.22,4003.22,4003.22,0,1,0,0.0,2.0,6.67,1.33,2171.45,23.33,0.33,50.04,311.31,1.0,1.5,0.0,0.0,0.2,0.0
432637,38.0,F,0,1,usa,san antonio,SAT,2022-11-25,244.0,2023-07-03 13:13:00,10,5,0,5,195,25,0,170,3,1445.0,31.0,5,0,5,5,5,5,1,4,5.0,0,1,15.0,31.0,9.0,5.0,1939.0,1801.0,1801.0,1,1,5.0,1.0,9711.492999523802,1839.47,1839.47,1839.47,1,0,3778.47,3640.47,3640.47,0,1,0,0.0,1.0,1.8,1.0,1942.3,6.2,0.2,80.9,367.89,0.0,1.0,0.2,0.0,0.2,0.1
432941,41.0,F,0,0,usa,anchorage,MRI,2022-11-25,244.0,2023-07-11 00:13:00,11,6,0,5,190,65,0,125,1,1417.0,26.0,5,0,5,4,4,5,0,5,4.0,0,1,17.0,26.0,22.0,8.0,4124.0,4124.0,4124.0,1,0,6.0,1.0,16914.56616634077,3844.54,3844.54,3844.54,0,3,7968.54,7968.54,7968.54,0,1,0,0.0,1.5,4.4,1.6,4228.64,5.2,0.0,45.28,640.76,0.0,1.25,0.2,0.0,0.11,0.33
433339,27.0,F,0,1,usa,detroit,DET,2022-11-26,243.0,2023-06-29 09:05:00,10,7,0,3,145,66,0,79,3,1066.0,8.0,3,0,3,1,1,3,1,2,1.0,0,0,3.0,8.0,20.0,3.0,3136.0,3136.0,3136.0,0,1,1.0,1.0,336.6174603720938,54.64,54.64,54.64,1,0,3190.64,3190.64,3190.64,0,1,0,0.0,1.0,6.67,1.0,336.62,2.67,0.33,53.18,54.64,1.0,3.0,0.0,0.0,0.25,0.25
433905,27.0,F,0,0,usa,new york,LGA,2022-11-26,243.0,2023-07-02 19:30:00,10,8,0,2,152,92,0,60,2,1136.0,,2,0,2,0,0,2,1,1,,0,0,,,20.0,3.0,4772.0,4644.2,4644.2,0,0,,,,,,,0,0,,,,0,1,0,0.0,0.0,10.0,1.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434238,51.0,F,1,1,usa,indianapolis,IND,2022-11-26,243.0,2023-07-05 21:33:00,11,8,0,3,185,113,0,72,1,1371.0,26.0,3,0,3,3,3,2,1,2,3.0,1,1,12.0,26.0,8.0,2.0,1178.0,1178.0,1178.0,1,0,3.0,2.0,3517.1334791780314,648.88,648.88,648.88,2,0,1826.88,1826.88,1826.88,0,1,0,0.0,1.0,4.0,1.0,1172.38,8.67,0.33,114.18,216.29,0.0,0.67,0.33,0.33,0.6,0.0
434623,35.0,F,0,0,canada,montreal,YHU,2022-11-26,243.0,2023-04-15 22:52:00,9,3,1,5,462,35,200,227,3,9142.0,36.0,5,1,4,4,4,4,1,3,4.0,1,0,48.0,25.0,43.0,4.0,7779.0,7659.0,6803.0,0,2,4.0,1.0,7092.598801211921,1463.37,1398.961,1185.287,2,0,9242.37,9057.961,7988.287,0,1,0,0.2,1.0,10.75,1.0,1773.15,9.0,0.25,46.44,296.32,0.0,1.0,0.0,0.25,0.25,0.25
435231,31.0,F,0,0,canada,toronto,YZD,2022-11-27,242.0,2023-07-12 19:13:00,11,7,0,4,177,86,0,91,2,1322.0,10.0,4,0,4,2,2,4,1,3,2.0,0,0,7.0,10.0,13.0,4.0,1515.0,1515.0,1515.0,1,0,2.0,1.0,1039.7610853722692,160.18,160.18,160.18,2,0,1675.18,1675.18,1675.18,0,1,0,0.0,1.0,3.25,1.0,519.88,2.5,0.25,32.22,80.09,0.0,2.0,0.0,0.0,0.5,0.0
435596,54.0,F,0,0,usa,houston,EFD,2022-11-27,242.0,2023-07-20 22:13:00,10,6,0,4,232,133,0,99,5,1730.0,30.0,4,0,4,4,4,4,1,3,4.0,0,0,17.0,30.0,12.0,4.0,2242.0,2242.0,2242.0,1,1,4.0,2.0,8884.714603163753,1554.92,1503.9275,1503.9275,0,0,3796.92,3745.9275,3745.9275,0,1,0,0.0,1.0,3.0,1.0,2221.18,7.5,0.25,78.04,375.98,0.0,1.0,0.0,0.0,0.13,0.13
435669,45.0,F,0,1,usa,tampa,MCF,2022-11-27,242.0,2023-07-19 15:32:00,10,7,0,3,180,102,0,78,3,1331.0,18.0,3,0,3,3,3,3,1,2,3.0,1,1,7.0,18.0,5.0,5.0,1972.0,1964.0,1964.0,1,2,5.0,1.0,7905.221207650631,2498.48,2498.48,2498.48,0,1,4470.48,4462.48,4462.48,0,1,0,0.0,1.67,1.67,1.67,2635.07,6.0,0.33,178.5,499.7,0.0,1.0,0.33,0.33,0.17,0.5
435837,52.0,F,0,0,usa,new orleans,MSY,2022-11-27,242.0,2023-05-20 11:46:00,10,7,0,3,168,74,0,94,2,1250.0,14.0,3,0,3,2,2,3,1,2,2.0,0,0,6.0,14.0,16.0,3.0,2177.0,2156.45,2156.45,1,0,2.0,3.0,3772.666902577982,674.44,674.44,674.44,0,0,2851.44,2830.89,2830.89,0,1,0,0.0,1.0,5.33,1.0,1886.33,4.67,0.33,58.98,337.22,1.0,1.5,0.0,0.0,0.2,0.0
435882,52.0,F,1,0,usa,washington,DCA,2022-11-27,242.0,2023-07-19 18:05:00,11,6,1,4,483,89,200,194,6,9294.0,32.0,4,1,3,3,3,3,1,2,3.0,1,1,8.0,25.0,6.0,3.0,1680.0,1670.5,1492.5,0,1,3.0,1.0,6887.198120623903,1279.2,1244.8015,1180.4105,0,1,2959.2,2915.3015,2672.9105,0,1,0,0.25,1.0,2.0,1.0,2295.73,10.67,0.33,148.5,393.47,0.0,1.0,0.33,0.33,0.0,0.33
436320,50.0,F,1,1,usa,milwaukee,MKE,2022-11-27,242.0,2023-07-10 14:51:00,9,6,0,3,160,67,0,93,3,1182.0,15.0,3,0,3,2,2,3,3,0,2.0,0,0,7.0,15.0,16.0,4.0,2448.0,2430.0,2430.0,2,0,2.0,1.0,2250.391718910715,399.43,379.037,379.037,0,0,2847.43,2809.037,2809.037,0,1,0,0.0,1.0,5.33,1.33,1125.2,5.0,1.0,43.89,189.52,0.0,1.5,0.0,0.0,0.4,0.0
436894,43.0,F,1,0,usa,louisville,LOU,2022-11-28,241.0,2023-07-16 15:21:00,9,6,0,3,103,24,0,79,4,773.0,128.0,3,0,3,3,2,3,1,2,2.0,0,0,23.0,128.0,19.0,3.0,1437.0,1361.1,1361.1,2,0,4.0,2.0,5551.011529944753,1427.03,1427.03,1427.03,0,0,2864.03,2788.13,2788.13,0,1,0,0.0,1.33,6.33,1.0,1850.34,42.67,0.33,48.91,356.76,0.0,1.0,0.0,0.0,0.33,0.0
437069,44.0,F,0,0,usa,tucson,DMA,2022-11-28,241.0,2023-06-17 16:27:00,10,3,0,7,259,99,0,160,3,1939.0,46.0,7,0,7,7,7,7,3,4,7.0,0,1,37.0,46.0,28.0,8.0,4667.0,4496.6,4496.6,1,1,8.0,3.0,10766.488699669331,2078.3,1976.85,1976.85,2,0,6745.3,6473.45,6473.45,0,1,0,0.0,1.14,4.0,1.14,1538.07,6.57,0.43,28.9,247.11,0.0,1.0,0.14,0.0,0.21,0.07
437162,31.0,F,0,0,usa,madison,MSN,2022-11-28,241.0,2023-04-21 10:53:00,10,6,1,3,456,61,200,195,4,9090.0,17.0,3,1,2,2,2,2,1,1,2.0,0,1,9.0,17.0,4.0,2.0,942.0,928.65,376.65,1,1,2.0,1.0,4139.676567008033,790.84,790.84,790.84,0,0,1732.84,1719.49,1167.49,0,1,0,0.33,1.0,2.0,1.0,2069.84,8.5,0.5,145.94,395.42,0.0,1.0,0.5,0.0,0.25,0.25
437251,44.0,F,0,0,canada,london,YXU,2022-11-28,241.0,2023-07-15 21:29:00,10,6,0,4,166,91,0,75,0,1222.0,22.0,4,0,4,3,3,4,0,4,3.0,0,2,8.0,22.0,19.0,4.0,2561.0,2561.0,2561.0,1,0,3.0,1.0,5823.734023480745,1087.12,1087.12,1087.12,0,1,3648.12,3648.12,3648.12,0,1,0,0.0,1.0,4.75,1.0,1941.24,5.5,0.0,48.0,362.37,0.0,1.33,0.5,0.0,0.14,0.14
437549,41.0,F,0,0,usa,new orleans,NBG,2022-11-28,241.0,2023-06-28 11:10:00,10,5,0,5,192,54,0,138,3,1439.0,43.0,5,0,5,5,5,5,1,4,5.0,0,1,30.0,43.0,22.0,5.0,5534.0,5404.0,5404.0,0,1,5.0,6.0,8454.771598858853,1498.22,1498.22,1498.22,1,0,7032.22,6902.22,6902.22,0,1,0,0.0,1.0,4.4,1.0,1690.95,8.6,0.2,62.75,299.64,1.0,1.0,0.2,0.0,0.1,0.1
438189,37.0,F,1,0,usa,fort worth,FTW,2022-11-28,241.0,2023-06-05 19:57:00,11,4,0,7,207,37,0,170,2,1544.0,52.0,7,0,7,7,7,6,1,6,7.0,0,3,21.0,52.0,13.0,7.0,3395.0,3377.3,3377.3,0,2,8.0,5.0,9432.415151544925,2062.39,2062.39,2062.39,3,0,5457.39,5439.69,5439.69,0,1,0,0.0,1.14,2.17,1.17,1347.49,7.43,0.14,59.78,257.8,0.0,0.86,0.43,0.0,0.23,0.15
438406,44.0,F,0,0,usa,los angeles,LAX,2022-11-28,241.0,2023-06-21 13:56:00,10,6,0,4,141,59,0,82,4,1052.0,26.0,4,0,4,4,4,3,2,2,4.0,0,1,9.0,26.0,7.0,4.0,1474.0,1448.0,1448.0,1,1,5.0,2.0,13923.845936489788,2700.06,2670.3205,2670.3205,0,3,4174.06,4118.3205,4118.3205,0,1,0,0.0,1.25,2.33,1.33,3480.96,6.5,0.5,147.08,534.06,0.0,0.75,0.25,0.0,0.14,0.57
438551,37.0,F,1,1,usa,charlotte,CLT,2022-11-29,240.0,2023-03-19 20:36:00,11,6,1,4,435,140,200,95,3,8929.0,203.0,4,1,3,1,1,3,1,2,1.0,0,0,5.0,7.0,7.0,3.0,6542.0,6481.5,904.5,0,0,1.0,2.0,688.0186438975891,13762.79,13762.79,116.83,1,0,20304.79,20244.29,1021.33,0,1,0,0.25,1.0,2.33,1.0,688.02,67.67,0.33,48.63,116.83,2.0,3.0,0.0,0.0,0.25,0.0
438839,51.0,F,0,1,usa,new york,JFK,2022-11-29,240.0,2023-05-02 01:00:00,10,5,0,5,165,49,0,116,5,1219.0,32.0,5,0,5,5,3,5,2,3,5.0,0,0,28.0,32.0,28.0,5.0,3946.0,3931.6,3931.6,1,0,5.0,4.0,12030.552936079703,1706.5,1550.334,1550.334,2,1,5652.5,5481.934,5481.934,0,1,0,0.0,1.0,5.6,1.0,2406.11,6.4,0.4,39.16,310.07,0.0,1.0,0.0,0.0,0.3,0.1
438985,31.0,F,0,0,usa,new york,JFK,2022-11-29,240.0,2023-04-28 14:52:00,10,5,1,4,205,45,12,148,3,2175.989928,381.0,4,1,3,3,3,3,1,2,3.0,0,2,10.0,17.0,7.0,3.0,6210.0,6182.1,1232.1,1,0,3.0,1.0,9410.005752928944,3672.37,3343.584,1637.4385,0,1,9882.37,9525.684,2869.5385,0,1,0,0.25,1.0,2.33,1.0,3136.67,127.0,0.33,136.64,545.81,0.0,1.0,0.67,0.0,0.17,0.17
438995,25.0,F,0,0,usa,tallahassee,TLH,2022-11-29,240.0,2023-05-02 13:28:00,11,10,0,1,159,142,0,17,3,1176.0,,1,0,1,0,0,1,0,1,,0,0,,,5.0,1.0,240.0,240.0,240.0,1,0,,,,,,,0,0,,,,0,1,0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
439052,53.0,F,1,0,usa,richmond,RIC,2022-11-29,240.0,2023-07-09 09:06:00,11,6,0,5,193,78,0,115,4,1428.0,27.0,5,0,5,5,5,5,1,4,5.0,0,1,34.0,27.0,27.0,5.0,3258.0,3258.0,3258.0,2,2,5.0,3.0,13361.758861911996,2260.28,2248.342,2248.342,0,2,5518.28,5506.342,5506.342,0,1,0,0.0,1.0,5.4,1.0,2672.35,5.4,0.2,40.79,449.67,0.0,1.0,0.2,0.0,0.2,0.4
439120,39.0,M,1,0,usa,tulsa,TUL,2022-11-29,240.0,2023-06-23 06:03:00,10,8,0,2,175,140,0,35,2,1302.0,17.0,2,0,2,2,2,1,1,1,2.0,0,2,3.0,17.0,1.0,1.0,93.0,83.7,83.7,1,0,2.0,1.0,4108.451645053941,797.91,797.91,797.91,0,0,890.91,881.61,881.61,0,1,0,0.0,1.0,1.0,1.0,2054.23,8.5,0.5,881.61,398.96,0.0,0.5,1.0,0.0,0.33,0.0
439363,53.0,F,0,0,usa,fort worth,FTW,2022-11-29,240.0,2023-06-29 17:19:00,10,4,0,6,193,27,0,166,2,1429.0,33.0,6,0,6,5,5,4,0,6,5.0,0,1,13.0,33.0,18.0,4.0,2184.0,2184.0,2184.0,1,0,5.0,1.0,6255.827467231249,1099.39,1099.39,1099.39,2,0,3283.39,3283.39,3283.39,0,1,0,0.0,1.0,4.5,1.0,1251.17,5.5,0.0,45.6,219.88,0.0,0.8,0.17,0.0,0.33,0.0
440212,40.0,F,1,1,usa,winston-salem,INT,2022-11-29,240.0,2023-06-26 18:11:00,10,7,0,3,192,127,0,65,4,1435.0,10.0,3,0,3,2,2,3,2,1,2.0,0,1,5.0,10.0,8.0,5.0,1096.0,1021.0,1021.0,2,0,3.0,2.0,3677.252270630409,738.93,681.062,681.062,1,0,1834.93,1702.062,1702.062,0,1,0,0.0,1.5,2.67,1.67,1838.63,3.33,0.67,42.55,227.02,1.0,1.5,0.33,0.0,0.6,0.0
441200,37.0,F,0,1,canada,ottawa,YOW,2022-11-30,239.0,2023-07-16 01:31:00,10,6,0,4,156,68,0,88,1,1166.0,19.0,4,0,4,3,3,3,0,4,3.0,0,1,5.0,19.0,9.0,3.0,978.0,978.0,978.0,1,0,3.0,4.0,5329.640114954658,979.94,979.94,979.94,1,0,1957.94,1957.94,1957.94,0,1,0,0.0,1.0,3.0,1.0,1776.55,4.75,0.0,72.52,326.65,1.0,1.0,0.25,0.0,0.33,0.0
441205,48.0,F,1,1,usa,san antonio,RND,2022-11-30,239.0,2023-07-16 18:26:00,10,6,0,4,204,88,0,116,4,1516.0,24.0,4,0,4,4,4,2,2,2,4.0,0,1,15.0,24.0,2.0,3.0,465.0,448.65,448.65,0,0,5.0,3.0,9360.338757787698,2117.71,2117.71,2117.71,0,0,2582.71,2566.36,2566.36,0,1,0,0.0,1.25,1.0,1.5,2340.08,6.0,0.5,427.73,423.54,0.0,0.5,0.25,0.0,0.0,0.0
441448,29.0,F,0,1,usa,san antonio,SKF,2022-11-30,239.0,2023-06-13 16:52:00,10,8,0,2,102,64,0,38,2,759.0,13.0,2,0,2,2,2,2,0,2,2.0,0,0,9.0,13.0,6.0,2.0,1424.0,1424.0,1424.0,1,1,2.0,2.0,2358.9505433296968,403.51,403.51,403.51,1,0,1827.51,1827.51,1827.51,0,1,0,0.0,1.0,3.0,1.0,1179.48,6.5,0.0,152.29,201.76,1.0,1.0,0.0,0.0,0.5,0.25
441457,60.0,F,1,0,usa,washington,DCA,2022-11-30,239.0,2023-07-17 16:24:00,10,5,0,5,161,43,0,118,4,1191.0,25.0,5,0,5,4,4,5,2,3,4.0,0,0,15.0,25.0,15.0,7.0,4029.0,3951.0,3951.0,0,1,5.0,2.0,2509.57636915882,600.84,594.598,594.598,3,0,4629.84,4545.598,4545.598,0,1,0,0.0,1.25,3.0,1.4,627.39,5.0,0.4,43.29,118.92,0.0,1.25,0.0,0.0,0.33,0.11
441982,48.0,F,0,0,usa,new york,JFK,2022-11-30,239.0,2023-07-16 13:20:00,11,6,0,5,172,83,0,89,4,1272.0,28.0,5,0,5,5,4,3,2,3,5.0,1,1,14.0,28.0,8.0,3.0,2418.0,2418.0,2418.0,0,2,7.0,2.0,7784.509593814169,1267.41,1176.803,1176.803,3,0,3685.41,3594.803,3594.803,0,1,0,0.0,1.4,2.67,1.0,1556.9,5.6,0.4,149.78,168.11,0.0,0.6,0.2,0.2,0.38,0.25
442484,44.0,F,1,0,usa,houston,EFD,2022-12-01,238.0,2023-06-27 09:25:00,10,5,0,5,194,56,0,138,5,1441.0,33.0,5,0,5,5,4,3,1,4,5.0,0,3,9.0,33.0,4.0,3.0,475.0,475.0,475.0,1,0,5.0,3.0,9904.7099086081,1494.75,1406.787,1406.787,0,0,1969.75,1881.787,1881.787,0,1,0,0.0,1.0,1.33,1.0,1980.94,6.6,0.2,156.82,281.36,0.0,0.6,0.6,0.0,0.13,0.0
442718,50.0,F,1,1,usa,new york,JFK,2022-12-01,238.0,2023-06-03 19:04:00,10,5,0,5,160,51,0,109,3,1192.0,40.0,5,0,5,5,5,3,2,3,5.0,0,1,22.0,40.0,11.0,6.0,1840.0,1816.8,1816.8,1,0,8.0,2.0,13318.235029914953,3168.69,3066.2895,3066.2895,1,2,5008.69,4883.0895,4883.0895,0,1,0,0.0,1.6,3.67,2.0,2663.65,8.0,0.4,73.99,383.29,0.0,0.6,0.2,0.0,0.25,0.25
442812,56.0,F,1,1,usa,boston,BOS,2022-12-01,238.0,2023-06-12 13:14:00,10,7,0,3,136,71,0,65,1,1009.0,18.0,3,0,3,2,1,3,0,3,2.0,0,0,4.0,18.0,17.0,3.0,1238.0,1238.0,1238.0,3,0,2.0,1.0,1432.9165528407848,194.77,194.77,194.77,2,0,1432.77,1432.77,1432.77,0,1,0,0.0,1.0,5.67,1.0,716.46,6.0,0.0,28.09,97.39,0.0,1.5,0.0,0.0,1.0,0.0
442819,72.0,F,1,0,canada,ottawa,YOW,2022-12-01,238.0,2023-06-17 19:01:00,10,8,0,2,108,61,0,47,5,812.0,6.0,2,0,2,1,1,2,1,1,1.0,0,0,3.0,6.0,19.0,2.0,3595.0,3244.0,3244.0,1,0,1.0,1.0,3763.9573993847134,714.69,714.69,714.69,0,1,4309.69,3958.69,3958.69,0,0,1,0.0,1.0,9.5,1.0,3763.96,3.0,0.5,104.18,714.69,1.0,2.0,0.0,0.0,0.33,0.33
442833,40.0,F,1,0,canada,calgary,YYC,2022-12-01,238.0,2023-07-03 05:50:00,11,5,0,6,191,55,0,136,2,1410.0,35.0,6,0,6,6,6,5,0,6,6.0,0,2,14.0,35.0,8.0,6.0,2056.0,2056.0,2056.0,0,2,7.0,1.0,15892.925253871541,3457.56,3457.56,3457.56,0,1,5513.56,5513.56,5513.56,0,1,0,0.0,1.17,1.6,1.2,2648.82,5.83,0.0,114.87,493.94,0.0,0.83,0.33,0.0,0.0,0.27
443305,22.0,F,0,0,usa,chicago,ORD,2022-12-01,238.0,2023-07-06 20:09:00,11,9,0,2,127,82,0,45,1,955.0,8.0,2,0,2,1,1,2,0,2,1.0,0,0,4.0,8.0,5.0,2.0,625.0,625.0,625.0,0,0,1.0,1.0,1187.7586618438768,206.2,206.2,206.2,0,0,831.2,831.2,831.2,0,1,0,0.0,1.0,2.5,1.0,1187.76,4.0,0.0,83.12,206.2,1.0,2.0,0.0,0.0,0.0,0.0
443598,44.0,F,0,0,usa,honolulu,HNL,2022-12-01,238.0,2023-06-15 12:47:00,10,7,0,3,112,49,0,63,4,828.0,23.0,3,0,3,2,2,3,2,1,2.0,0,0,13.0,23.0,24.0,3.0,3285.0,3148.65,3148.65,0,1,2.0,1.0,13556.120994931014,2367.08,2257.454,2257.454,0,2,5652.08,5406.104,5406.104,0,1,0,0.0,1.0,8.0,1.0,6778.06,7.67,0.67,75.08,1128.73,0.0,1.5,0.0,0.0,0.0,0.6
