user_id,final_group,perk
522427,business_booker,"Lounge access, priority boarding & check in"
522438,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
522441,business_booker,"Lounge access, priority boarding & check in"
522445,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
522457,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
522465,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
522476,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
522484,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
522513,business_booker,"Lounge access, priority boarding & check in"
522523,business_booker,"Lounge access, priority boarding & check in"
522532,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
522533,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
522585,business_booker,"Lounge access, priority boarding & check in"
522607,business_booker,"Lounge access, priority boarding & check in"
522624,groups,"Free bags, 10% discount on bookings for 5+ seats"
522631,business_booker,"Lounge access, priority boarding & check in"
522633,business_booker,"Lounge access, priority boarding & check in"
522634,business_booker,"Lounge access, priority boarding & check in"
522639,business_booker,"Lounge access, priority boarding & check in"
522654,business_booker,"Lounge access, priority boarding & check in"
522687,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
522738,business_booker,"Lounge access, priority boarding & check in"
522745,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
522748,business_booker,"Lounge access, priority boarding & check in"
522761,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
522788,young_budget_travellers,"Seasonal discounts during school-breaks, free bags"
522800,business_booker,"Lounge access, priority boarding & check in"
522809,business_booker,"Lounge access, priority boarding & check in"
522873,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
522898,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
522911,window_shopper,"15% book now voucher, info mails about chosen destinations"
522927,business_booker,"Lounge access, priority boarding & check in"
522937,business_booker,"Lounge access, priority boarding & check in"
522939,business_booker,"Lounge access, priority boarding & check in"
522943,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
522944,business_booker,"Lounge access, priority boarding & check in"
522970,business_booker,"Lounge access, priority boarding & check in"
522981,business_booker,"Lounge access, priority boarding & check in"
522999,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
523030,business_booker,"Lounge access, priority boarding & check in"
523057,window_shopper,"15% book now voucher, info mails about chosen destinations"
523073,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
523077,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
523090,business_booker,"Lounge access, priority boarding & check in"
523098,business_booker,"Lounge access, priority boarding & check in"
523146,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
523158,business_booker,"Lounge access, priority boarding & check in"
523209,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
523228,business_booker,"Lounge access, priority boarding & check in"
523231,business_booker,"Lounge access, priority boarding & check in"
523256,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
523271,business_booker,"Lounge access, priority boarding & check in"
523273,business_booker,"Lounge access, priority boarding & check in"
523290,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
523299,window_shopper,"15% book now voucher, info mails about chosen destinations"
523301,business_booker,"Lounge access, priority boarding & check in"
523335,business_booker,"Lounge access, priority boarding & check in"
523338,business_booker,"Lounge access, priority boarding & check in"
523392,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
523395,business_booker,"Lounge access, priority boarding & check in"
523442,business_booker,"Lounge access, priority boarding & check in"
523454,business_booker,"Lounge access, priority boarding & check in"
523465,business_booker,"Lounge access, priority boarding & check in"
523474,business_booker,"Lounge access, priority boarding & check in"
523484,business_booker,"Lounge access, priority boarding & check in"
523503,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
523505,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
523511,business_booker,"Lounge access, priority boarding & check in"
523513,business_booker,"Lounge access, priority boarding & check in"
523517,business_booker,"Lounge access, priority boarding & check in"
523526,family_on_vacation,"Free bags, free meals in hotels, family priority boarding, toys for plane flight"
523546,business_booker,"Lounge access, priority boarding & check in"
523559,business_booker,"Lounge access, priority boarding & check in"
523612,business_booker,"Lounge access, priority boarding & check in"
523619,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
523657,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
523666,business_booker,"Lounge access, priority boarding & check in"
523686,business_booker,"Lounge access, priority boarding & check in"
523690,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
523700,family_on_vacation,"Free bags, free meals in hotels, family priority boarding, toys for plane flight"
523710,business_booker,"Lounge access, priority boarding & check in"
523715,business_booker,"Lounge access, priority boarding & check in"
523717,business_booker,"Lounge access, priority boarding & check in"
523729,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
523735,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
523746,business_booker,"Lounge access, priority boarding & check in"
523756,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
523768,business_booker,"Lounge access, priority boarding & check in"
523771,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
523787,business_booker,"Lounge access, priority boarding & check in"
523800,business_booker,"Lounge access, priority boarding & check in"
523807,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
523819,business_booker,"Lounge access, priority boarding & check in"
523824,business_booker,"Lounge access, priority boarding & check in"
523841,business_booker,"Lounge access, priority boarding & check in"
523842,business_booker,"Lounge access, priority boarding & check in"
523845,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
523846,business_booker,"Lounge access, priority boarding & check in"
523860,family_on_vacation,"Free bags, free meals in hotels, family priority boarding, toys for plane flight"
523866,young_budget_travellers,"Seasonal discounts during school-breaks, free bags"
523877,business_booker,"Lounge access, priority boarding & check in"
523887,business_booker,"Lounge access, priority boarding & check in"
523913,business_booker,"Lounge access, priority boarding & check in"
523938,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
523981,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
524001,business_booker,"Lounge access, priority boarding & check in"
524012,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
524031,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
524036,business_booker,"Lounge access, priority boarding & check in"
524038,business_booker,"Lounge access, priority boarding & check in"
524043,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
524046,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
524052,business_booker,"Lounge access, priority boarding & check in"
524057,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
524076,business_booker,"Lounge access, priority boarding & check in"
524080,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
524098,window_shopper,"15% book now voucher, info mails about chosen destinations"
524116,business_booker,"Lounge access, priority boarding & check in"
524120,business_booker,"Lounge access, priority boarding & check in"
524151,business_booker,"Lounge access, priority boarding & check in"
524167,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
524169,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
524172,window_shopper,"15% book now voucher, info mails about chosen destinations"
524180,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
524194,business_booker,"Lounge access, priority boarding & check in"
524200,business_booker,"Lounge access, priority boarding & check in"
524211,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
524214,business_booker,"Lounge access, priority boarding & check in"
524226,business_booker,"Lounge access, priority boarding & check in"
524244,business_booker,"Lounge access, priority boarding & check in"
524251,business_booker,"Lounge access, priority boarding & check in"
524278,business_booker,"Lounge access, priority boarding & check in"
524313,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
524318,window_shopper,"15% book now voucher, info mails about chosen destinations"
524328,business_booker,"Lounge access, priority boarding & check in"
524358,family_on_vacation,"Free bags, free meals in hotels, family priority boarding, toys for plane flight"
524365,business_booker,"Lounge access, priority boarding & check in"
524383,business_booker,"Lounge access, priority boarding & check in"
524407,business_booker,"Lounge access, priority boarding & check in"
524412,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
524419,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
524448,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
524473,business_booker,"Lounge access, priority boarding & check in"
524484,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
524511,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
524572,business_booker,"Lounge access, priority boarding & check in"
524606,business_booker,"Lounge access, priority boarding & check in"
524607,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
524615,business_booker,"Lounge access, priority boarding & check in"
524620,business_booker,"Lounge access, priority boarding & check in"
524628,business_booker,"Lounge access, priority boarding & check in"
524637,business_booker,"Lounge access, priority boarding & check in"
524644,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
524650,business_booker,"Lounge access, priority boarding & check in"
524663,business_booker,"Lounge access, priority boarding & check in"
524668,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
524682,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
524722,business_booker,"Lounge access, priority boarding & check in"
524728,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
524739,weekend_tripper,"Romantic candle light dinner, champaign on the room, rebate for room upgrade"
524766,family_on_vacation,"Free bags, free meals in hotels, family priority boarding, toys for plane flight"
524797,window_shopper,"15% book now voucher, info mails about chosen destinations"
524805,business_booker,"Lounge access, priority boarding & check in"
524807,business_booker,"Lounge access, priority boarding & check in"
524821,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
524834,business_booker,"Lounge access, priority boarding & check in"
524842,family_on_vacation,"Free bags, free meals in hotels, family priority boarding, toys for plane flight"
524849,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
524861,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
524880,window_shopper,"15% book now voucher, info mails about chosen destinations"
524885,window_shopper,"15% book now voucher, info mails about chosen destinations"
524895,business_booker,"Lounge access, priority boarding & check in"
524909,business_booker,"Lounge access, priority boarding & check in"
524913,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
524923,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
524926,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
524929,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
524940,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
524980,business_booker,"Lounge access, priority boarding & check in"
525022,business_booker,"Lounge access, priority boarding & check in"
525034,business_booker,"Lounge access, priority boarding & check in"
525043,business_booker,"Lounge access, priority boarding & check in"
525053,business_booker,"Lounge access, priority boarding & check in"
525056,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
525081,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
525089,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
525102,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
525106,business_booker,"Lounge access, priority boarding & check in"
525168,business_booker,"Lounge access, priority boarding & check in"
525175,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
525176,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
525201,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
525212,young_budget_travellers,"Seasonal discounts during school-breaks, free bags"
525227,business_booker,"Lounge access, priority boarding & check in"
525234,business_booker,"Lounge access, priority boarding & check in"
525244,business_booker,"Lounge access, priority boarding & check in"
525265,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
525281,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
525308,business_booker,"Lounge access, priority boarding & check in"
525323,business_booker,"Lounge access, priority boarding & check in"
525332,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
525356,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
525377,window_shopper,"15% book now voucher, info mails about chosen destinations"
525379,window_shopper,"15% book now voucher, info mails about chosen destinations"
525389,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
525405,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
525410,business_booker,"Lounge access, priority boarding & check in"
525415,business_booker,"Lounge access, priority boarding & check in"
525447,business_booker,"Lounge access, priority boarding & check in"
525488,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
525515,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
525529,business_booker,"Lounge access, priority boarding & check in"
525546,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
525555,business_booker,"Lounge access, priority boarding & check in"
525591,business_booker,"Lounge access, priority boarding & check in"
525610,business_booker,"Lounge access, priority boarding & check in"
525611,business_booker,"Lounge access, priority boarding & check in"
525615,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
525631,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
525647,window_shopper,"15% book now voucher, info mails about chosen destinations"
525671,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
525684,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
525716,business_booker,"Lounge access, priority boarding & check in"
525722,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
525734,business_booker,"Lounge access, priority boarding & check in"
525761,business_booker,"Lounge access, priority boarding & check in"
525769,business_booker,"Lounge access, priority boarding & check in"
525789,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
525804,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
525806,business_booker,"Lounge access, priority boarding & check in"
525824,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
525842,business_booker,"Lounge access, priority boarding & check in"
525844,business_booker,"Lounge access, priority boarding & check in"
525848,family_on_vacation,"Free bags, free meals in hotels, family priority boarding, toys for plane flight"
525864,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
525879,business_booker,"Lounge access, priority boarding & check in"
525920,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
525975,business_booker,"Lounge access, priority boarding & check in"
525996,business_booker,"Lounge access, priority boarding & check in"
526032,window_shopper,"15% book now voucher, info mails about chosen destinations"
526036,window_shopper,"15% book now voucher, info mails about chosen destinations"
526062,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
526079,business_booker,"Lounge access, priority boarding & check in"
526084,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
526102,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
526144,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
526154,business_booker,"Lounge access, priority boarding & check in"
526174,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
526179,business_booker,"Lounge access, priority boarding & check in"
526184,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
526203,business_booker,"Lounge access, priority boarding & check in"
526206,young_budget_travellers,"Seasonal discounts during school-breaks, free bags"
526221,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
526235,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
526239,business_booker,"Lounge access, priority boarding & check in"
526256,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
526258,business_booker,"Lounge access, priority boarding & check in"
526291,window_shopper,"15% book now voucher, info mails about chosen destinations"
526297,business_booker,"Lounge access, priority boarding & check in"
526303,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
526308,business_booker,"Lounge access, priority boarding & check in"
526332,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
526354,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
526365,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
526367,business_booker,"Lounge access, priority boarding & check in"
526372,business_booker,"Lounge access, priority boarding & check in"
526378,business_booker,"Lounge access, priority boarding & check in"
526409,business_booker,"Lounge access, priority boarding & check in"
526431,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
526435,window_shopper,"15% book now voucher, info mails about chosen destinations"
526443,weekend_tripper,"Romantic candle light dinner, champaign on the room, rebate for room upgrade"
526445,business_booker,"Lounge access, priority boarding & check in"
526471,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
526490,business_booker,"Lounge access, priority boarding & check in"
526492,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
526495,family_on_vacation,"Free bags, free meals in hotels, family priority boarding, toys for plane flight"
526540,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
526565,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
526570,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
526628,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
526668,business_booker,"Lounge access, priority boarding & check in"
526676,business_booker,"Lounge access, priority boarding & check in"
526683,business_booker,"Lounge access, priority boarding & check in"
526690,business_booker,"Lounge access, priority boarding & check in"
526711,business_booker,"Lounge access, priority boarding & check in"
526727,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
526729,business_booker,"Lounge access, priority boarding & check in"
526740,window_shopper,"15% book now voucher, info mails about chosen destinations"
526759,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
526782,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
526789,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
526837,business_booker,"Lounge access, priority boarding & check in"
526855,business_booker,"Lounge access, priority boarding & check in"
526858,window_shopper,"15% book now voucher, info mails about chosen destinations"
526867,business_booker,"Lounge access, priority boarding & check in"
526872,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
526873,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
526900,business_booker,"Lounge access, priority boarding & check in"
526901,business_booker,"Lounge access, priority boarding & check in"
526905,business_booker,"Lounge access, priority boarding & check in"
526913,business_booker,"Lounge access, priority boarding & check in"
526916,window_shopper,"15% book now voucher, info mails about chosen destinations"
526925,young_budget_travellers,"Seasonal discounts during school-breaks, free bags"
526950,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
526959,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
526970,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
527001,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
527004,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
527019,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
527038,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
527046,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
527075,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
527081,business_booker,"Lounge access, priority boarding & check in"
527082,business_booker,"Lounge access, priority boarding & check in"
527109,business_booker,"Lounge access, priority boarding & check in"
527130,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
527132,business_booker,"Lounge access, priority boarding & check in"
527133,business_booker,"Lounge access, priority boarding & check in"
527141,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
527142,business_booker,"Lounge access, priority boarding & check in"
527150,business_booker,"Lounge access, priority boarding & check in"
527154,business_booker,"Lounge access, priority boarding & check in"
527158,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
527187,business_booker,"Lounge access, priority boarding & check in"
527197,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
527219,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
527232,business_booker,"Lounge access, priority boarding & check in"
527253,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
527280,business_booker,"Lounge access, priority boarding & check in"
527321,young_budget_travellers,"Seasonal discounts during school-breaks, free bags"
527326,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
527344,business_booker,"Lounge access, priority boarding & check in"
527346,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
527354,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
527359,business_booker,"Lounge access, priority boarding & check in"
527365,young_budget_travellers,"Seasonal discounts during school-breaks, free bags"
527389,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
527393,business_booker,"Lounge access, priority boarding & check in"
527396,business_booker,"Lounge access, priority boarding & check in"
527401,business_booker,"Lounge access, priority boarding & check in"
527406,business_booker,"Lounge access, priority boarding & check in"
527445,window_shopper,"15% book now voucher, info mails about chosen destinations"
527451,business_booker,"Lounge access, priority boarding & check in"
527452,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
527455,business_booker,"Lounge access, priority boarding & check in"
527464,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
527467,business_booker,"Lounge access, priority boarding & check in"
527470,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
527490,business_booker,"Lounge access, priority boarding & check in"
527507,business_booker,"Lounge access, priority boarding & check in"
527508,business_booker,"Lounge access, priority boarding & check in"
527518,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
527524,groups,"Free bags, 10% discount on bookings for 5+ seats"
527536,young_budget_travellers,"Seasonal discounts during school-breaks, free bags"
527541,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
527552,family_on_vacation,"Free bags, free meals in hotels, family priority boarding, toys for plane flight"
527560,family_on_vacation,"Free bags, free meals in hotels, family priority boarding, toys for plane flight"
527564,business_booker,"Lounge access, priority boarding & check in"
527585,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
527605,business_booker,"Lounge access, priority boarding & check in"
527689,business_booker,"Lounge access, priority boarding & check in"
527690,business_booker,"Lounge access, priority boarding & check in"
527726,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
527735,business_booker,"Lounge access, priority boarding & check in"
527750,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
527782,business_booker,"Lounge access, priority boarding & check in"
527783,business_booker,"Lounge access, priority boarding & check in"
527801,window_shopper,"15% book now voucher, info mails about chosen destinations"
527824,business_booker,"Lounge access, priority boarding & check in"
527850,business_booker,"Lounge access, priority boarding & check in"
527857,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
527886,business_booker,"Lounge access, priority boarding & check in"
527928,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
527944,business_booker,"Lounge access, priority boarding & check in"
527945,window_shopper,"15% book now voucher, info mails about chosen destinations"
527984,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
527987,business_booker,"Lounge access, priority boarding & check in"
527995,business_booker,"Lounge access, priority boarding & check in"
528020,business_booker,"Lounge access, priority boarding & check in"
528028,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
528046,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
528061,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
528098,window_shopper,"15% book now voucher, info mails about chosen destinations"
528105,business_booker,"Lounge access, priority boarding & check in"
528122,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
528137,window_shopper,"15% book now voucher, info mails about chosen destinations"
528139,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
528158,business_booker,"Lounge access, priority boarding & check in"
528164,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
528179,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
528186,business_booker,"Lounge access, priority boarding & check in"
528193,business_booker,"Lounge access, priority boarding & check in"
528216,business_booker,"Lounge access, priority boarding & check in"
528242,business_booker,"Lounge access, priority boarding & check in"
528244,business_booker,"Lounge access, priority boarding & check in"
528248,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
528281,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
528322,business_booker,"Lounge access, priority boarding & check in"
528330,business_booker,"Lounge access, priority boarding & check in"
528354,business_booker,"Lounge access, priority boarding & check in"
528372,family_on_vacation,"Free bags, free meals in hotels, family priority boarding, toys for plane flight"
528378,business_booker,"Lounge access, priority boarding & check in"
528379,business_booker,"Lounge access, priority boarding & check in"
528411,business_booker,"Lounge access, priority boarding & check in"
528413,window_shopper,"15% book now voucher, info mails about chosen destinations"
528417,business_booker,"Lounge access, priority boarding & check in"
528421,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
528455,business_booker,"Lounge access, priority boarding & check in"
528461,window_shopper,"15% book now voucher, info mails about chosen destinations"
528490,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
528500,window_shopper,"15% book now voucher, info mails about chosen destinations"
528522,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
528528,young_budget_travellers,"Seasonal discounts during school-breaks, free bags"
528542,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
528567,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
528580,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
528612,business_booker,"Lounge access, priority boarding & check in"
528657,business_booker,"Lounge access, priority boarding & check in"
528661,business_booker,"Lounge access, priority boarding & check in"
528683,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
528688,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
528690,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
528706,business_booker,"Lounge access, priority boarding & check in"
528723,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
528735,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
528743,business_booker,"Lounge access, priority boarding & check in"
528744,business_booker,"Lounge access, priority boarding & check in"
528777,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
528816,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
528826,business_booker,"Lounge access, priority boarding & check in"
528827,business_booker,"Lounge access, priority boarding & check in"
528828,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
528829,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
528839,business_booker,"Lounge access, priority boarding & check in"
528842,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
528844,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
528906,business_booker,"Lounge access, priority boarding & check in"
528909,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
528929,business_booker,"Lounge access, priority boarding & check in"
528930,business_booker,"Lounge access, priority boarding & check in"
528936,window_shopper,"15% book now voucher, info mails about chosen destinations"
528942,business_booker,"Lounge access, priority boarding & check in"
528953,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
528965,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
528967,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
528995,business_booker,"Lounge access, priority boarding & check in"
528999,business_booker,"Lounge access, priority boarding & check in"
529019,vip,"Lounge access, priority boarding & check in, limo-pick-up-service"
529023,business_booker,"Lounge access, priority boarding & check in"
529048,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
529050,business_booker,"Lounge access, priority boarding & check in"
529082,business_booker,"Lounge access, priority boarding & check in"
529205,business_booker,"Lounge access, priority boarding & check in"
529214,premium_booker,"Lounge access, priority boarding & check in, limo-pick-up-service, 50% on seat upgrade"
